text,true,pred
ok honest saw trailer programme thought advert sun-screen product people walking beach despite decided watch thinking new laugh seriously amazed num second program hooked lying tree did plane crash everyday_NEG that_NEG a_NEG show_NEG come_NEG along_NEG which_NEG combine_NEG intelligence_NEG humour action suspense manages great cast crew beautiful location pretty decent special effect catch tune sick cheesy sitcom crappy reality tv lost tuesday num channel num uk num num num num num num,positive,negative
talk ending film talk plot dude named gerald break engagement kitty run craven castle scotland month kitty aunt venture scottland arriving craven castle kitty find gerald aged grown meaner gerald certain rule castle rule num year gerald doe want_NEG them_NEG to_NEG stay_NEG but_NEG kitty insist staying making excuse night aunt catch glimpse monster running hall scare faint excuse stay longer kitty worried gerald try maze gerald catch meaner kitty sends reinforcement call doctor actually friend wide make thing look_NEG suspicious_NEG they_NEG invite_NEG a_NEG couple_NEG other_NEG friend_NEG (_NEG who_NEG do_NEG really_NEG do_NEG anything_NEG )_NEG blah blah blah kitty aunt end maze suspense story separated try aunt stumble creature moment waiting creature lurking shadow giant frog omg better seeing aunt frog literally go crazy run oops mean hop stair castle frog leap open window shot ground frog gall oh yeah movie num -d want know funny frog fall window actually toy num num size frog take leap revealed evolution fault blah blah kitty gerald married shot masterpiece grave frog maze place really happy,positive,negative
donald sutherland american paleontologist visiting england pick hitch hiker evening year later having discovered man address book car return book man opulent home man hanged murder family care hitch hiker have_NEG committed_NEG the_NEG murder_NEG (_NEG of_NEG his_NEG own_NEG stepmother_NEG )_NEG because_NEG he_NEG wa_NEG in_NEG sutherland_NEG 's_NEG car_NEG at_NEG the_NEG time_NEG of_NEG the_NEG crime_NEG sutherland man alibi turned late sense guilt track real murderer agatha christie mystery usually involve number diverse people motive crime suspect puzzle depends construction strict time line always_NEG sidekick investigator talk thing anfractuosity situation care taken explain element mystery reader viewer redundancy perfectly okay character time line straight christie movie rare kind use famous face subordinate character actually useful jacqueline bellefort oh yes mia farrow version ordeal innocence golan-globus production implies way production value thoughtfully prepared script skill camera minute sutherland discovers innocent man hanged fine flung viewer disjointed scrap sudden flashback confusing voiceovers tell script slapdash quality thrown hack overnight face familiar doe help_NEG at_NEG all_NEG drop remark name hopeless jumble musical score consists instrument doing irritating atonal jazz riff nudity thrown wake dozer audience dame agatha alive viewer needed shaken awake dullsville,negative,positive
crazy movie talent criticize movie famous director producer mean watching crappy version proper version think_NEG it_NEG some_NEG low_NEG resolution_NEG game_NEG graphic_NEG .._NEG this_NEG movie_NEG is_NEG for_NEG people_NEG who_NEG enjoy_NEG hongkong_NEG cinema_NEG the_NEG other_NEG side_NEG to_NEG what_NEG asian_NEG people_NEG enjoy_NEG watching_NEG .._NEG you_NEG are_NEG such_NEG a_NEG sellout_NEG .._NEG hongkong_NEG cinema_NEG is_NEG totally_NEG different_NEG to_NEG that_NEG of_NEG hollywood_NEG hk cinema class enjoy_NEG watching_NEG movie_NEG from_NEG hongkong_NEG producer_NEG do_NEG go_NEG and_NEG ramble_NEG on_NEG about_NEG how_NEG it_NEG a_NEG waste_NEG of_NEG time_NEG to_NEG watch_NEG .._NEG just_NEG let_NEG other_NEG people_NEG enjoy_NEG the_NEG movie_NEG .._NEG and_NEG personally_NEG i_NEG 've_NEG seen_NEG this_NEG movie_NEG and_NEG i_NEG love_NEG it_NEG story_NEG and_NEG the_NEG way_NEG it_NEG wa_NEG made_NEG .._NEG,positive,negative
disconcerting era satisfying fulfilling spirituality unknown scattered spectrum possible belief charlatan fraud gurdjieff caliber charlatan exceptional denying_NEG he_NEG had_NEG a_NEG special_NEG gift_NEG pity misused aggrandizement wounded ego feeding adulation unwary sheep beck awe inspire extreme adherence credulity movie present idealized version gurdjieff largely fictional fantastic account formation awakening discovery sway mind will certain type sadly disoriented people dare disagreeable eye-opening sadly deprived true religious leader extent clown like gurdjieff inspire devotion - careful blood pressure medicine hand hope healthy religion emerge ruin christianity supreme example cinematography entire service premise pretense dysfunctional cult,negative,positive
best movie director kevin tenney witchboard on_NEG the_NEG top_NEG of_NEG my_NEG all-time_NEG horror_NEG list_NEG )_NEG strange fascinating mixture pin child play better so_NEG better_NEG sure plot contrived predictable actor good rosalind allen pleasant eye candance mckenzie - god bless shower scene child actress good interpreting disturbed daughter pinocchio puppet scary thrill spine b-movie bad_NEG at_NEG all_NEG,positive,negative
movie decent story opinion good fight scene little bit disappointed end think way better lydie denier knew karate knew use weapon character interesting decent opponent think director filmed final cynthia denier wanted finish movie earlier did care_NEG how_NEG the_NEG end_NEG wa_NEG going_NEG to_NEG be.all_NEG in_NEG all_NEG i_NEG think_NEG that_NEG fan_NEG of_NEG cynthia_NEG rothrock_NEG will_NEG be_NEG very_NEG satisfied_NEG watching_NEG this_NEG movie.it_NEG 's_NEG like_NEG 'yes_NEG madam sworn justice entertainment cynthia look awesome movie rate movie solid num num,positive,negative
movie delivers best awkward teenage neighbor try bike away babysitter background look like been_NEG anywhere_NEG near_NEG a_NEG bike_NEG in_NEG his_NEG life_NEG a_NEG he_NEG attempt_NEG to_NEG fall_NEG off_NEG movie doe stop_NEG there_NEG num minute later delivers scene arm reaching fence cooler pulling beer stereotypical grilling dad plot line seaquest actress bluetooth cell phone add making perfect saturday night home,negative,positive
premise simple movie start looking like average lame chick flick attractive young people meeting airport thing num degree turn really dislike kind mind numbing love story nonsense pollutes average movie theater humble opinion wes craven based previous meta-horror film sceam doe following logic surprising_NEG to_NEG find_NEG that_NEG craven_NEG sardonically_NEG take_NEG his_NEG time_NEG to_NEG built_NEG up_NEG a_NEG nauseatingly_NEG sweet_NEG 'sependipity_NEG love'-story_NEG awesome cillian murphy wreck sugar-coated dreamworld scope character jackson ripner jack ripper lame right film impressive go utterly charming twisted nihilistic sicko plus book proceeds freak victim jennifer garner lookalike rachel mcadams pretty annoying way ca help_NEG but_NEG sympathize_NEG with_NEG the_NEG guy_NEG ..._NEG this_NEG is_NEG wes_NEG craven_NEG embodied jackson ripner cillian murphy bashing brainless chick flick craven salute best quote jackson ripner beating snot rachel mcadams airplane toilet thanks quickie,positive,negative
william shakespeare merchant venice portrays num th century venice al pacino play shylock jewish loan shark plot revenge catholic looked movie slow moving plot beginning build plus hour film give good believe appearance character especially pacino hearing pacino play jew think work_NEG looking_NEG at_NEG pacino_NEG 's_NEG previous_NEG mobster_NEG type_NEG movie_NEG role_NEG nonetheless work credit given costume designer director film look character fit time period play take place costume look like renaissance appearance envision film portrays anti-semitic vibe minute shown catholic try advantage jew way point keeping locked away ghetto allowing_NEG them_NEG to_NEG regular_NEG job_NEG comparison passion christ recent film people believed anti-semitic merchant venice make passion look like jewish holiday film show jew shylock wanted revenge mistreatment jew received location shot timely scenery time beautiful ugly depending scene film making just realistic showing beautiful ugly seen anti-semitic ugly usually shown jew beautiful catholic film clearly attempt aura certain part add bit humor act oh trial shylock antonio iron add bit humor portia collins nerissa goldenhersh come trial decide victor defeated be_NEG funny_NEG seeing woman dressed disguise men pretty amusing cross dressing scene compelling probably memorable make artist director michael radford taken notice woman look like woman easily recognized director seen fact woman speaking regular voice instead trying sound like men take away scene doe kill_NEG it_NEG entirely_NEG overall film get num num,positive,negative
seen_NEG this_NEG in_NEG many_NEG year_NEG acting good began time thought great movie misjudged foolish young man theme started clear felt way hollywood seat glamor concept be_NEG a_NEG surprise_NEG condescending concept feel need shower watching brief tell physically ugly people beautiful feel attractive dorothy mcguire likable homely heroine filmed wearing minimal make-up robert young injured war feel scarred parent ca bear_NEG to_NEG look_NEG at_NEG him_NEG either_NEG faculty notion disability outmoded herbert marshall hand blind pianist character speaks hushed tone omniscient best performance given mildred natwick owner title residence bitter dour made_NEG of_NEG ice_NEG story interesting believable mcguire young,negative,positive
matt dillon phenomenal performance crash probably rush pick copy factotum dillon real simply got lucky rebound great script factotum certainly moment plainness likely turn viewer taken away dillon performance wonderful excellent deadpan humor proving solid actor significant chop just shame directing script story henry hank chinaski dillon refusal conform resembling normalcy quits get fired job mere minute dreary pub meeting drearier woman trying write nonconformist novel really_NEG know_NEG what_NEG the_NEG novel_NEG is_NEG about_NEG except_NEG that_NEG it_NEG involves_NEG ``_NEG everything_NEG ''_NEG (_NEG cancer_NEG movie skipping workplace workplace constantly returning jan lili taylor haunting loser girlfriend just dispiriting hank try vainly discover life supposed hold learns interpretation say doe_NEG argue life simply path obscurity regardless much_NEG substance_NEG to_NEG factotum_NEG even_NEG with_NEG matt_NEG dillon_NEG 's_NEG fine_NEG performance_NEG story meander hank life thought given audience shame dillon performance shone brighter given decent script,negative,positive
film feel just art think way tell story screen short david lynch tell story much_NEG of_NEG one_NEG felt funny bizarre comedy good film-making really anything_NEG else_NEG to_NEG it_NEG said huge david lynch fan frustrated work see_NEG a_NEG need_NEG for_NEG it_NEG at_NEG all_NEG definitely favorite thing far know got ton talent excited store future like lynch check be_NEG surprised_NEG when_NEG you_NEG do_NEG like_NEG it_NEG very_NEG much_NEG,negative,positive
fair little paranormal feel art bell ilk figured carve career attitude carl kolchak exemplified course probably be_NEG an_NEG x-files_NEG if_NEG this_NEG show_NEG had_NEG prepped_NEG this_NEG audience_NEG for_NEG it_NEG so_NEG well_NEG darren mcgavin exactly_NEG the_NEG super-heroic_NEG type_NEG but_NEG he_NEG is_NEG a_NEG plausible_NEG (_NEG enough_NEG )_NEG guy_NEG to_NEG deliver_NEG heroic_NEG deed_NEG check work old alfred hitchcock present main attraction doe seem_NEG to_NEG be_NEG a_NEG girlfriend_NEG or_NEG wife_NEG who_NEG 's_NEG a_NEG distraction_NEG fact a_NEG whole_NEG lot_NEG of_NEG sex_NEG appeal_NEG to_NEG the_NEG show_NEG noticing pacing really_NEG suspenseful_NEG in_NEG a_NEG typical_NEG way_NEG lot throwaway humor just pokey climax thread coming way present mad men term style that_NEG david_NEG chase_NEG writes_NEG mad_NEG men_NEG but_NEG the_NEG people_NEG that_NEG worked_NEG under_NEG him_NEG on_NEG the_NEG soprano_NEG definitely_NEG have_NEG emulated_NEG and_NEG inherited_NEG his_NEG serio-comic_NEG tone_NEG,negative,positive
funny stop think fright film fan tend deep abiding affection scare daylight texas chainsaw massacre nightmare faithful did feel_NEG a_NEG very_NEG real_NEG twinge_NEG of_NEG love_NEG for_NEG gunnar_NEG hansen_NEG in_NEG brutal_NEG massacre-_NEG or_NEG for_NEG ken_NEG foree_NEG forever resolute hero original dawn dead cameo remake want stand cheer did tom savini cameo kid brian halloran drift just stand downwind hero horror gathered single movie unheard degree knowledge writer s monumental task maybe line try long another_NEG half-hearted_NEG effort_NEG (_NEG like_NEG brotherhood_NEG of_NEG blood_NEG instance,negative,positive
relief imagining_NEG this_NEG programme_NEG summary taxman great remember finding haunting particularly_NEG family_NEG viewing_NEG num num time watched think girl age attraction lead blond hair permanently sad state theme played flute recall - remember_NEG how_NEG it_NEG went_NEG think intro showed playing - maybe played flute programme especially sad maybe destined to_NEG know_NEG how_NEG it_NEG ended_NEG or_NEG to_NEG see_NEG clip_NEG or_NEG hear_NEG the_NEG tune_NEG know just_NEG me_NEG,positive,negative
jeff fahey alert eye smudgy insidious smile character play villainous doe really_NEG work_NEG to_NEG cast_NEG him_NEG a_NEG the_NEG good_NEG guy_NEG of_NEG the_NEG piece_NEG audience just waiting character crack start blowing people away drew barrymore fresh acclaimed role poison ivy film simply favor director phedon papamichael cinematographer ivy playing character named daisy drew bumped right away leaf one_NEG to_NEG look_NEG at_NEG but_NEG jeff_NEG fahey_NEG and_NEG sean_NEG young_NEG (_NEG who_NEG ha_NEG had_NEG a_NEG single_NEG subtle_NEG moment_NEG on_NEG camera_NEG since_NEG ``_NEG blade_NEG runner_NEG ''_NEG )_NEG witless script michael angeli concern police sketch artist draw wife face murder witness testimony a_NEG bad_NEG idea_NEG for_NEG a_NEG plot_NEG better suited hour-long tv series cable-made movie short inspiration beginning casting shorter surprise,negative,positive
example world war num documentary using hand account actual troop civilian participated awful conflict archived footage gathered time caught re-run history channel year half knowledge_NEG really_NEG of_NEG the_NEG second_NEG world_NEG war_NEG at_NEG the_NEG time_NEG enveloped consider world war num buff watching reading come close landmark documentary definitely worth buying boxed set quite simply documentary making highest standard,positive,negative
quite_NEG sure_NEG what_NEG to_NEG say/think_NEG about_NEG this_NEG movie_NEG definitely the_NEG worst_NEG in_NEG the_NEG series_NEG (_NEG there_NEG 's_NEG still_NEG ``_NEG halloween_NEG num_NEG ``_NEG )_NEG style just different focus element predecessor did try explain michael myers freak halloween start butchering stuff michael myers cursed evil cult nice effort did buy_NEG it_NEG installment series tried come fancy explanation movie contains lot gore actually plain carnage seen_NEG the_NEG other_NEG halloween_NEG film_NEG you_NEG will_NEG probably_NEG like_NEG this_NEG one_NEG for_NEG it_NEG blood_NEG content_NEG real halloween freak sequel just different seen good suspense turned terror carnage exploding head point ending theatrical cut simply awful michael get stabbed needle beaten pipe stabbed time needle beaten little slime running head did green stuff come basically trash worth num million good thing michael mask dedicated donald pleasance quite disgrace rating num num,negative,positive
give_NEG much_NEG credence_NEG to_NEG aid_NEG conspiracy_NEG theory_NEG but_NEG it_NEG sociologically_NEG interesting_NEG to_NEG see_NEG the_NEG phenomenon_NEG dramatized_NEG early year aid epidemic suffering paranoia scared dying generated dark fantasy especially true politically radical sexually extreme demi-monde san francisco city renowned beauty rarely appeared uglier film sense darkness decomposition pervades scene acting plot ca be_NEG said_NEG to_NEG be_NEG well-done_NEG the_NEG film_NEG unique_NEG cultural_NEG context_NEG and_NEG oppressively_NEG dark_NEG mood_NEG at_NEG least_NEG partly_NEG save_NEG the_NEG film_NEG from_NEG being_NEG a_NEG complete_NEG loss_NEG actually interesting performance irit levi crusty cynical jewish lesbian police detective interesting necessarily_NEG convincing_NEG highlight film use garishly tragic turandot effective motif sublime silent cameo iconic performance artist ron athey,negative,positive
doe poster artwork say clubbed best uk indie film seen long time screen international quote french distributor reported screen international influential film trade publication read pretty picture acquired french-speaking right neil thompson clubbed james velaise president pretty picture said clubbed best uk indie film seen long time this_NEG rather_NEG misleading_NEG distributor bound say good quote real,negative,positive
video box copy film claim people turned inside total lie fact apart opening segment film even_NEG a_NEG horror_NEG movie_NEG sunken treasure legion fish people mad scientist lot like doug mcclure adventure movie obviously film work_NEG of_NEG art_NEG kind fun watch just warned beginning quite gory,positive,negative
seen guinea pig film like mermaid manhole dy_NEG pretty sick bit sense humor dark devil experiment filming bunch punk submitting young girl method torture violence plot_NEG and_NEG redeeming_NEG value_NEG to_NEG it_NEG whatsoever_NEG remotely_NEG scary_NEG mind-set definitely disgusting certainly call_NEG it_NEG entertainment_NEG the_NEG paragon_NEG of_NEG good_NEG taste_NEG in_NEG film_NEG and_NEG i_NEG like_NEG my_NEG trash_NEG and_NEG sleaze_NEG really disturbing fact seek thing disturbing possible bit young woman kicked beaten submitted continuous noise headphone drool pelted raw meat innards left hanging hammock wood think sound great certainly viewing guinea pig stuff num num absolutely nauseating,negative,positive
documentary marian cooper absolutely amazing saw tonight turner classic movie channel think order copy dvd film footage doe look_NEG all_NEG blurry_NEG and_NEG choppy_NEG like_NEG you_NEG might_NEG think_NEG from_NEG num_NEG b_NEG &_NEG w_NEG silent_NEG film_NEG set iran num nomadic tribe people documentary leave desert home cross raging river men woman child animal snowy mountain pas barefoot sink swim climb die search grass animal cow goat dog horse mule scene man carrying mule sick climb mountain child documentary look happy healthy hard life wonder nomadic tribe iran live like make appreciate modern life usa,positive,negative
just watch num film pang brother eye watched eye kind disappointed guy heard good word film eye really bad script especially ending childish cliche coincident opinion good photography experimental image decided did disappointed_NEG again_NEG great photography stunning image mtv-style editing cool music time story lot indie spirit logical beautiful tiny plot hole doe cause_NEG any_NEG trouble_NEG with_NEG the_NEG storyline_NEG problem film bad dvd,positive,negative
movie basically day specific russian regiment stationed afghansitan main troop withdrawal num movie accurately portrays grim reality russian army infamous dedovshina officer ncos physically harassing beating humiliating younger recruit mixed character war trade enemy day kill life woman line documentary footage helicopter assault coffin soldered sent home heave c- num hercules class russian cargo plane tracer jam stinger missile fatigue boredom anti-war sentiment emotional simply action scene poorly illogical like major bandura suicidal walk turning num -year-old kid armed ak- num father just killed fact middle firefight mountain heavy grenade launcher pop half-bright person know virtually impossible hump num - num lns launcher march time film show war dirty affair murder condoned wanton destruction village little reason_NEG is_NEG normal_NEG indiscriminate killing civilian overlooked collateral damage inevitable war food thought afghan war lost the_NEG best_NEG war_NEG movie_NEG made_NEG profound intelligent worth watching,positive,negative
bad one_NEG know_NEG anything_NEG about_NEG this_NEG movie_NEG get old telling people rap version spinal tap know im sorry dont better comment damnit movie watch make friend watch just like im gon na,positive,negative
fanciful horror flick vincent price playing mad magician realizes vocational talent sold devise way avenging wronged master scheme price little par compared masterpiece reason watch thriller supporting cast includes patrick mary murphy eva gabor jay novello,negative,positive
think cheater need air end reality care_NEG what_NEG anyone_NEG say_NEG you_NEG can_NEG attack_NEG me_NEG or_NEG agree_NEG with_NEG me_NEG but_NEG it_NEG time_NEG like_NEG this_NEG that_NEG the_NEG show_NEG is_NEG just_NEG spewing_NEG out_NEG propaganda_NEG and_NEG the_NEG host_NEG of_NEG cheater_NEG joey_NEG greco_NEG is_NEG a_NEG little_NEG bastard_NEG who_NEG want_NEG to_NEG think_NEG that_NEG showing_NEG people_NEG on_NEG camera_NEG is_NEG effective_NEG and_NEG unawares_NEG it_NEG just_NEG will_NEG show_NEG disgusting_NEG he_NEG is_NEG also_NEG the_NEG wiretapping_NEG and_NEG following_NEG of_NEG people_NEG by_NEG ``_NEG cheater_NEG spy_NEG 's_NEG ''_NEG is_NEG illegal_NEG and_NEG a_NEG federal_NEG offense_NEG we_NEG are_NEG living_NEG in_NEG a_NEG police_NEG state_NEG like_NEG the_NEG soviet_NEG union_NEG and_NEG nazi_NEG germany_NEG rolled_NEG into_NEG one_NEG i_NEG am_NEG happy_NEG that_NEG there_NEG is_NEG poor_NEG review_NEG on_NEG this_NEG trash_NEG this_NEG need_NEG to_NEG end_NEG soon_NEG or_NEG we_NEG are_NEG going_NEG to_NEG lose_NEG our_NEG liberty_NEG a_NEG a_NEG nation_NEG wonder_NEG our_NEG country_NEG is_NEG going_NEG to_NEG hell_NEG it_NEG because_NEG of_NEG this_NEG and_NEG other_NEG filth_NEG show_NEG i_NEG liked_NEG the_NEG older_NEG show_NEG better_NEG from_NEG the_NEG num_NEG s-_NEG num_NEG s_NEG i_NEG hope_NEG you_NEG all_NEG agree_NEG with_NEG me_NEG on_NEG that_NEG thank_NEG you_NEG infowarrior_NEG,negative,positive
wow danish movie kind content mean actor story picture efx - danish efx house producing vfx - wow like num nd num rd time danish fx produce visual effect quality spoiler ahead twist ghostly child submarine quite good generally did feel_NEG the_NEG big_NEG chill_NEG which_NEG i_NEG would_NEG expect_NEG from_NEG a_NEG ghost-movie_NEG end spoiler danish movie dane proud bad a_NEG danish_NEG director_NEG swedish,positive,negative
seen mst num k version uncut version enjoyed way that_NEG bad_NEG of_NEG a_NEG movie_NEG sure moved bit slow time liked far mst num k go did movie right all_NEG the_NEG movie_NEG they_NEG ripped_NEG apart_NEG where_NEG bad_NEG movie_NEG just easy make fun soultaker example joe estevez robert character inanimate boringly silly help_NEG but_NEG laugh_NEG take_NEG them_NEG seriously_NEG really created unique feeling vivian schilling did excellent job script world better num garbage theatre today role played too_NEG screamy_NEG to_NEG masculine_NEG but_NEG just_NEG right_NEG camera really like movie casted role ready script anyways movie deserves bit credit given watch uncut version mst num deserves,negative,positive
watching john preform kind share really watch grown man portray child like fact character picture looked like entertaining understand individual freak real stand john real talent,positive,negative
watching gap year remembering flop original release surprised held reason failure generation just thought indulgent crap younger disappointed did show_NEG the_NEG full_NEG hippy_NEG glory_NEG seen clear antonioni aware fascinated heady mix fervent enthusiasm change lack clear vision future lead pair excellent shameful took flak film perceived failure ideal convey perfectly various contradiction demonstrate pure delight lovemaking blame emphasis student revolt sequence start say director beautiful looking picture certainly got best man natural landscape oh even_NEG mentioned_NEG the_NEG highly_NEG explosive_NEG ending_NEG,positive,negative
probably worst movie terrible good probably best watch_NEG it_NEG expecting_NEG a_NEG gripping_NEG plot_NEG and_NEG something_NEG fantastically_NEG clever_NEG and_NEG entertaining_NEG going disappointed want watch num million vas goro fantastic english real treat harder think film worse get unless having competition spot plot ups case got hour entertainment ahead really recommend film bored die-hard smap fan bit careful goro japanese fan bit upset thought selling really_NEG when_NEG johnny_NEG kitagawa_NEG (_NEG who_NEG wa_NEG the_NEG executive_NEG producer_NEG )_NEG can_NEG do_NEG that_NEG for_NEG him_NEG )_NEG,positive,negative
wait_NEG to_NEG put_NEG this_NEG movie_NEG in_NEG my_NEG dvd_NEG player_NEG when_NEG i_NEG rented_NEG it_NEG started wait_NEG to_NEG get_NEG it_NEG out_NEG of_NEG my_NEG dvd_NEG player_NEG actually watched movie wife kept waiting waiting funny happen funny doe box read like really funny premise movie sound good ben stiller funny jack black funny movie miss doe miss unfunniest comedy watched talked thought slightly funny just really lame movie trust avoide avoide,negative,positive
comparison unfair inevitable attracted intimacy depth umbrella slightly horrified discover cut-and-paste musical american style - awkward stilted dialogue inexplicable song-and-dance number gene kelly french accent apparently poor dreadful job dubbing substituted remember dubbing perfectly pulled umbrella translation french subtitled version leaf desired ca be_NEG attributed_NEG to_NEG demy_NEG film self-aware moment come wee disconcerting reference song legrand costume - tight boot combination freakishly unnatural color reminds austin power film demy doe reward viewer allusion umbrella note instance suitcase carried maxence departure rochefort - suitcase carried guy departure cherbourg note convenient brunette resolution - madeleine umbrella josette young girl generally speaking expecting natural feel umbrella save floating bicycle scene looking similar deeper question ambiguous ending umbrella script probably pas b looking french version num s american musical quite happy,negative,positive
think interesting movie called thriller thrilling time hear piano sound hear piano sound people talk fact concern_NEG anybody_NEG piano sound honest movie reason register imdb think movie humankind warned spoiler way action-like happens hot chocolate spilled interesting actor yes quote intentional think act_NEG play piano smalltalk acting_NEG they_NEG do_NEG think movie left_NEG a_NEG cinema_NEG and_NEG felt_NEG angry_NEG really film angry angry time money spent,negative,positive
anna life family new housing estate just outside city husband sebastiaan year talk_NEG so_NEG much_NEG anymore_NEG working visit abroad female colleague commits suicide anna deeply impressed death hardly knew know took life time anna realizes unknown dearest anna doe mention_NEG the_NEG incident_NEG back_NEG home_NEG and_NEG start_NEG observing_NEG her_NEG husband_NEG and_NEG child_NEG guernsey story woman suddenly start looking life wonder got drifted apart people closest translation dvd cover text synopsis hope useful movie doe have_NEG an_NEG imdb_NEG plot_NEG summary_NEG yet_NEG at_NEG this_NEG date_NEG,negative,positive
joking_NEG around_NEG chance movie need chop arm worth fatty drive bus unlike film seen take trash cinema elevates work art contains poor shot idiotic character bad dialogue strange acting cinematography belongs public access iowa actually succeeds goal film strives dumbest strangest inane movie seen boy doe succeed lay plot worry thing filmmaker obviously did )_NEG really need pay_NEG too_NEG much_NEG attention_NEG because_NEG the_NEG entire_NEG film_NEG 's_NEG plot_NEG is_NEG presented_NEG in_NEG a_NEG very_NEG long_NEG piece_NEG of_NEG text_NEG played_NEG before_NEG the_NEG opening_NEG credit_NEG event fdtb admirer story bus tour chicago led satan jesus town passenger bus supposed die soul gone hell jesus town lackey hell call job anger satan doe like_NEG looking_NEG like_NEG a_NEG fool_NEG in_NEG front_NEG of_NEG the_NEG guy_NEG decides people bus sign soul directly devil need disguise tour right disguise roger get bus driver referred_NEG to_NEG by_NEG name_NEG kind fat guess fatty bus rider collision course wackiness example lunacy title repeat screen num time know_NEG why_NEG character appears bus mid-trip explanation introduction occassionally sits look like doe belong_NEG know_NEG why_NEG character fall love exchange longing glance really shot repeated know_NEG why_NEG satan give minute long monologue transforming human form title card flash satan going transform know_NEG why_NEG character woman obviously man drag referred character glamorous bridget know_NEG why_NEG good thing came internship troma summer getting copy fatty drive bus,positive,negative
frankly surprised little film columbine massacre a_NEG major_NEG documentary_NEG puzzling fortunately graced talent ben coccio directed zero day gu van sant did equally fine elephant different take event common idea real cause massacre mystery ultimately baffling unknowable motivation killer actually drove carry fantasy horrible reality zero day purportedly videotape shooter event absolutely riveting know going harbor hope wo ``_NEG go_NEG there_NEG ''_NEG ..._NEG and_NEG the_NEG tension_NEG in_NEG the_NEG final_NEG minute_NEG of_NEG the_NEG movie_NEG is_NEG excruciating_NEG film terrific director script much_NEG improvised_NEG appears spontaneous lead actor supporting player aspect zero day troubled okay ca fathom_NEG why_NEG the_NEG shooter_NEG would_NEG do_NEG what_NEG they_NEG did_NEG certainly contributor anger boy really_NEG seem_NEG angry_NEG say thing indicate fact did convince_NEG me_NEG that_NEG they_NEG had_NEG something_NEG inside_NEG them_NEG that_NEG compelled_NEG them_NEG to_NEG kill_NEG innocent_NEG people_NEG leaf sense director coccio want rent buy movie creep stay long time blair witch folk wish kind success guy making mock documentary,positive,negative
movie bad memory childhood movie kid rainy day school ca go_NEG out_NEG for_NEG recess_NEG watching like elementary school just remember hating movie granted seen_NEG it_NEG in_NEG num_NEG year_NEG or_NEG so_NEG probably use_NEG it_NEG on_NEG rainy_NEG day_NEG anymore_NEG but_NEG i_NEG just_NEG want_NEG to_NEG warn_NEG everyone_NEG better using kid sleep entertaining trust pick topic kind controversial plot tame slow ca remember_NEG anything_NEG about_NEG it_NEG except_NEG that_NEG i_NEG disliked_NEG it_NEG so_NEG strongly_NEG that_NEG here_NEG num year later felt need warn,negative,positive
even_NEG make_NEG any_NEG more_NEG comment_NEG about_NEG this_NEG movie_NEG instead make recommendation euro-horror fan want enjoyable low-budget vampire flick check nattens engel num razor blade smile lack acting nice location terrific score hissing vampire,negative,positive
ah movie said people remind epic trainspotting ouch fool believe ouch buttock hurt having forced watch c p beginning end num - num minute just wanted end nudity action cool acid house music make worth time cd shelf hope have_NEG to_NEG pick_NEG it_NEG out_NEG again_NEG just_NEG to_NEG show_NEG it_NEG to_NEG some_NEG friend_NEG who_NEG is_NEG so_NEG anxious_NEG to_NEG see_NEG it_NEG that_NEG he/she_NEG do_NEG want_NEG to_NEG listen_NEG to_NEG my_NEG warning_NEG,negative,positive
michael callan play smarmy photographer nonetheless regarded perfect catch woman run fact co-produced film hero difficult empathize movie trouble right start trouble end_NEG there_NEG production value tv-movie check head clay near end ending cheat way ca reveal_NEG case want movie highly unlikely let just say killer know let know know num num,negative,positive
